dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"N | N",64,0,180.878,0,0.03346,47.108,228.115,228.019
1,float,uniform,GPU,"N | N",512,51,0.011904,0,0.0227,0.005504,0.074469,0.040108
1,float,uniform,GPU,"N | N",512,52,0.012416,0,0.0225,0.004384,0.07537,0.0393
1,float,uniform,GPU,"N | N",512,53,0.011712,0,0.022939,0.006688,0.076269,0.041339
1,float,uniform,GPU,"N | N",512,54,0.010336,0,0.022739,0.007232,0.073939,0.040307
1,float,uniform,GPU,"N | N",512,55,0.0104,0,0.02281,0.007072,0.074039,0.040282
1,float,uniform,GPU,"N | N",512,56,0.010432,0,0.02276,0.006048,0.075099,0.03924
1,float,uniform,GPU,"N | N",512,57,0.013056,0,0.02236,0.0056,0.073239,0.041016
1,float,uniform,GPU,"N | N",512,58,0.011648,0,0.02269,0.005568,0.072739,0.039906
1,float,uniform,GPU,"N | N",512,59,0.01024,0,0.022459,0.008704,0.075429,0.041403
1,float,uniform,GPU,"N | N",512,60,0.013344,0,0.022069,0.005504,0.074199,0.040917
1,float,uniform,GPU,"N | N",512,61,0.010976,0,0.02259,0.00528,0.071999,0.038846
1,float,uniform,GPU,"N | N",512,62,0.011008,0,0.0228,0.00784,0.076029,0.041648
1,float,uniform,GPU,"N | N",512,63,0.010304,0,0.02229,0.007232,0.076459,0.039826
1,float,uniform,GPU,"N | N",512,64,0.009344,0,0.022249,0.005568,0.069469,0.037161
1,float,uniform,GPU,"N | N",512,65,0.012096,0,0.022481,0.005408,0.074629,0.039985
1,float,uniform,GPU,"N | N",512,66,0.01072,0,0.026549,0.006624,0.077259,0.043893
1,float,uniform,GPU,"N | N",512,67,0.013856,0,0.02316,0.00544,0.076919,0.042456
1,float,uniform,GPU,"N | N",512,68,0.009312,0,0.022299,0.006688,0.071129,0.038299
1,float,uniform,GPU,"N | N",512,69,0.011136,0,0.02303,0.007136,0.073759,0.041302
1,float,uniform,GPU,"N | N",512,70,0.010848,0,0.02241,0.005472,0.072519,0.03873
1,float,uniform,GPU,"N | N",512,71,0.011872,0,0.02224,0.00576,0.07264,0.039872
1,float,uniform,GPU,"N | N",512,72,0.01088,0,0.02294,0.007296,0.074189,0.041116
1,float,uniform,GPU,"N | N",512,73,0.012512,0,0.02232,0.00544,0.073529,0.040272
1,float,uniform,GPU,"N | N",512,74,0.01232,0,0.02223,0.007616,0.07595,0.042166
