dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,0,      22.007634
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,65,      85.772721
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,66,      85.606642
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,67,      85.586503
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,68,      85.492684
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,69,      85.691241
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,70,      85.649202
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,71,      85.636682
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,72,      85.573763
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,73,      85.632183
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,74,      85.608883
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,0,     148.072343
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,1,     147.911026
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,2,     147.577720
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,3,     147.618359
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,4,     147.802617
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,5,     147.719458
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,6,     147.851616
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,7,     147.550299
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,8,     147.565950
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,9,     147.553190
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,10,     147.876266
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,11,     147.239914
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,12,     147.579690
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,13,     147.833047
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,14,     147.508380
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,15,     147.890846
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,16,     147.809067
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,17,     147.933645
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,18,     147.519440
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,19,     147.534930
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,20,     147.812867
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,21,     147.664888
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,22,     147.131455
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,23,     147.697508
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,24,     147.807447
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,25,     147.370352
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,26,     147.403992
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,27,     147.973275
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,28,     147.333273
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,29,     147.440461
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,30,     147.684188
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,31,     147.617069
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,32,     147.653399
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,33,     147.854367
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,34,     147.393431
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,35,     147.648389
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,36,     147.297283
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,37,     147.753658
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,38,     147.758448
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,39,     147.476521
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,40,     147.632449
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,41,     147.842466
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,42,     147.426781
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,43,     147.483880
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,44,     147.682918
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,45,     147.862876
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,46,     147.838206
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,47,     147.743278
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,48,     147.784467
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,49,     147.340822
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,50,     147.806727
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,51,     147.366822
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,52,     147.877126
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,53,     147.657429
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,54,     147.701838
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,55,     147.818847
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,56,     147.500830
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,57,     147.646448
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,58,     148.107054
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,59,     147.458981
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,60,     147.675439
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,61,     147.479221
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,62,     147.585110
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,63,     147.382462
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,64,     147.473080
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,65,     147.852807
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,66,     147.435122
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,67,     147.435121
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,68,     147.512440
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,69,     147.434641
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,70,     147.768908
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,71,     147.608839
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,72,     147.806607
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,73,     147.775187
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,74,     147.736137
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,0,     278.094830
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,1,     277.879422
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,2,     278.274918
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,3,     279.158788
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,4,     278.636903
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,5,     278.727472
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,6,     278.546604
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,7,     278.418916
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,8,     277.772844
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,9,     279.358795
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,10,     278.957320
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,11,     278.698003
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,12,     278.654103
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,13,     278.611133
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,14,     277.965591
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,15,     278.388736
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,16,     278.555494
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,17,     278.214359
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,18,     278.833501
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,19,     278.759812
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,20,     279.149147
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,21,     278.974900
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,22,     278.125428
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,23,     277.797882
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,24,     277.606755
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,25,     279.095269
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,26,     277.732764
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,27,     277.611504
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,28,     277.929781
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,29,     278.563784
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,30,     278.881060
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,31,     278.392466
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,32,     279.420625
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,33,     278.741602
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,34,     278.171729
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,35,     278.931790
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,36,     277.498756
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,37,     277.883751
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,38,     278.867101
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,39,     278.819971
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,40,     278.354627
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,41,     277.965081
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,42,     277.950621
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,43,     277.630244
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,44,     277.804042
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,45,     277.765203
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,46,     278.393407
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,47,     278.044710
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,48,     278.698753
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,49,     278.622093
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,50,     277.692414
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,51,     278.637623
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,52,     278.461525
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,53,     278.320827
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,54,     278.484475
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,55,     278.208888
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,56,     279.416395
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,57,     278.543934
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,58,     278.218018
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,59,     278.435256
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,60,     277.634164
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,61,     277.861092
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,62,     279.012449
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,63,     278.666962
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,64,     278.849031
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,65,     278.595594
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,66,     277.691024
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,67,     278.524125
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,68,     278.455165
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,69,     278.373046
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,70,     278.678392
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,71,     278.605793
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,72,     278.738632
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,73,     277.571595
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,74,     278.776951
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,0,     358.947077
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,1,     359.621890
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,2,     359.219525
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,3,     359.334144
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,4,     359.668240
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,5,     359.331043
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,6,     359.400133
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,7,     359.193945
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,8,     358.884199
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,9,     359.359114
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,10,     359.638170
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,11,     359.133026
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,12,     359.535721
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,13,     359.145285
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,14,     359.103056
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,15,     359.789028
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,16,     358.545012
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,17,     359.501722
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,18,     359.005498
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,19,     360.078225
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,20,     359.261885
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,21,     359.968676
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,22,     359.575731
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,23,     359.126806
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,24,     359.570221
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,25,     359.243215
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,26,     360.159104
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,27,     359.211464
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,28,     358.570282
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,29,     359.238755
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,30,     359.300104
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,31,     359.173345
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,32,     359.300424
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,33,     360.100635
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,34,     358.860148
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,35,     358.510993
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,36,     358.346015
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,37,     359.151065
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,38,     358.327795
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,39,     358.794699
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,40,     359.448973
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,41,     359.832598
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,42,     359.273094
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,43,     359.236825
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,44,     359.565961
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,45,     359.277584
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,46,     358.739730
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,47,     359.131526
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,48,     359.283284
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,49,     359.506062
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,50,     358.676290
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,51,     359.873387
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,52,     358.562452
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,53,     359.530751
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,54,     359.528901
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,55,     359.381303
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,56,     359.384143
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,57,     358.938238
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,58,     359.286074
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,59,     359.738099
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,60,     359.073197
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,61,     359.419323
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,62,     358.913238
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,63,     358.360755
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,64,     358.449464
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,65,     358.970228
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,66,     358.771260
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,67,     358.993677
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,68,     359.373822
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,69,     359.049167
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,70,     358.715881
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,71,     359.639690
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,72,     358.974168
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,73,     359.176435
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,74,     358.652921
